Gemeentenummer 2021;Gemeentenaam 2021;Gebruiksfunctie;Geen plat dak (m2);Wel plat dak (m2);Onbekend (m2);Dakoppervlak totaal (m2)
1586;Oost Gelre;onbekend;617366;496779;19675;1133820
;;bijeenkomstfunctie;17316;19986;10;37312
;;gezondheidszorgfunctie;1177;8442;0;9619
;;industriefunctie;28238;579245;155;607637
;;kantoorfunctie;5683;60814;0;66497
;;logiesfunctie;22079;24588;272369;319035
;;onderwijsfunctie;3133;42705;0;45838
;;overige gebruiksfunctie;6257;11039;20;17315
;;sportfunctie;546;33133;0;33679
;;winkelfunctie;20220;95987;0;116207
;;woonfunctie;1136686;217952;5185;1359823
1598;Koggenland;onbekend;530334;476367;9645;1016347
;;bijeenkomstfunctie;10750;9374;0;20123
;;gezondheidszorgfunctie;1499;3265;0;4765
;;industriefunctie;162010;296937;2558;461506
;;kantoorfunctie;4775;25327;189;30292
;;logiesfunctie;1898;7329;0;9226
;;onderwijsfunctie;519;15576;0;16095
;;overige gebruiksfunctie;1573;5167;16;6756
;;sportfunctie;416;14421;0;14837
;;winkelfunctie;5536;17294;0;22830
;;woonfunctie;741159;171550;22828;935538
1621;Lansingerland;onbekend;5676717;2195847;43389;7915953
;;bijeenkomstfunctie;9610;33055;1602;44267
;;gezondheidszorgfunctie;435;4964;0;5400
;;industriefunctie;1539059;970024;10491;2519574
;;kantoorfunctie;52914;424069;92777;569760
;;logiesfunctie;1101;147;0;1248
;;onderwijsfunctie;3876;37975;0;41851
;;overige gebruiksfunctie;43966;30945;711;75623
;;sportfunctie;2494;21692;5880;30066
;;standplaats;0;255;0;255
;;winkelfunctie;17537;127254;1996;146786
;;woonfunctie;1175919;491052;63367;1730338
1640;Leudal;onbekend;949525;655174;9639;1614338
;;bijeenkomstfunctie;25287;28147;114;53548
;;gezondheidszorgfunctie;7502;6635;709;14846
;;industriefunctie;149880;271667;11525;433072
;;kantoorfunctie;158943;326867;0;485810
;;logiesfunctie;38632;24843;0;63475
;;onderwijsfunctie;1298;30171;0;31469
;;overige gebruiksfunctie;6647;6617;176;13440
;;sportfunctie;1992;28737;0;30729
;;winkelfunctie;18946;102305;673;121924
;;woonfunctie;1572922;474317;11149;2058388
1641;Maasgouw;onbekend;148594;202761;1925;353279
;;bijeenkomstfunctie;12760;15834;146;28740
;;gezondheidszorgfunctie;1811;2751;0;4562
;;industriefunctie;27135;140932;374;168441
;;kantoorfunctie;11797;137025;0;148822
;;logiesfunctie;38648;6840;2053;47540
;;onderwijsfunctie;628;17420;0;18048
;;overige gebruiksfunctie;1985;7570;255;9810
;;sportfunctie;916;20922;18;21856
;;winkelfunctie;9431;33248;0;42680
;;woonfunctie;956404;288031;6151;1250586
1652;Gemert-Bakel;onbekend;846935;1021863;24766;1893564
;;bijeenkomstfunctie;14622;27929;317;42868
;;gezondheidszorgfunctie;1753;20604;0;22357
;;industriefunctie;88955;275361;3052;367369
;;kantoorfunctie;6706;97477;1106;105288
;;logiesfunctie;7288;19465;1616;28369
;;onderwijsfunctie;1891;24938;0;26829
;;overige gebruiksfunctie;3055;13133;47;16234
;;sportfunctie;1774;20734;1095;23602
;;winkelfunctie;13832;44359;0;58191
;;woonfunctie;1141566;333634;14824;1490025
1655;Halderberge;onbekend;443568;577212;6627;1027406
;;bijeenkomstfunctie;18385;23095;297;41777
;;gezondheidszorgfunctie;1523;7283;0;8806
;;industriefunctie;45265;628965;5063;679293
;;kantoorfunctie;3817;119069;36410;159296
;;logiesfunctie;511;4538;0;5050
;;onderwijsfunctie;4324;20642;0;24966
;;overige gebruiksfunctie;6878;39579;277;46734
;;sportfunctie;1380;15962;17;17359
;;standplaats;47;0;0;47
;;winkelfunctie;14679;63632;201;78512
;;woonfunctie;1025101;258999;17658;1301757
1658;Heeze-Leende;onbekend;397533;246062;12741;656336
;;bijeenkomstfunctie;11732;12986;16;24734
;;gezondheidszorgfunctie;927;13622;0;14548
;;industriefunctie;28551;96293;14693;139537
;;kantoorfunctie;7885;8413;0;16298
;;logiesfunctie;6399;19064;1219;26681
;;onderwijsfunctie;2861;14322;0;17183
;;overige gebruiksfunctie;2370;4729;159;7258
;;sportfunctie;2762;16494;0;19256
;;standplaats;234;0;0;234
;;winkelfunctie;15968;33750;0;49718
;;woonfunctie;672765;131378;8445;812588
1659;Laarbeek;onbekend;444802;397504;4260;846566
;;bijeenkomstfunctie;540;2125;0;2665
;;gezondheidszorgfunctie;1100;1579;0;2679
;;industriefunctie;27366;264900;150;292416
;;kantoorfunctie;225687;205654;3514;434854
;;logiesfunctie;320;0;0;320
;;onderwijsfunctie;565;18674;0;19239
;;overige gebruiksfunctie;8914;19838;132;28884
;;sportfunctie;2806;21548;0;24354
;;winkelfunctie;12460;42140;0;54600
;;woonfunctie;799046;160921;9606;969573
1667;Reusel-De Mierden;onbekend;517735;500195;6615;1024545
;;bijeenkomstfunctie;6014;11608;0;17622
;;gezondheidszorgfunctie;975;1957;0;2932
;;industriefunctie;36912;119350;0;156262
;;kantoorfunctie;3914;9757;626;14297
;;logiesfunctie;10777;9362;91;20230
;;onderwijsfunctie;452;4286;0;4737
;;overige gebruiksfunctie;4845;3453;0;8297
;;sportfunctie;49;13896;0;13945
;;winkelfunctie;3622;16328;0;19949
;;woonfunctie;565648;82393;3967;652007
1669;Roerdalen;onbekend;270319;198986;3269;472574
;;bijeenkomstfunctie;8621;13815;0;22437
;;gezondheidszorgfunctie;660;1596;0;2256
;;industriefunctie;14469;119463;0;133932
;;kantoorfunctie;3051;16715;0;19766
;;logiesfunctie;22262;5934;0;28196
;;onderwijsfunctie;870;24280;0;25150
;;overige gebruiksfunctie;29261;63762;99;93122
;;sportfunctie;0;2432;1196;3628
;;winkelfunctie;6163;39624;0;45787
;;woonfunctie;836783;217607;3268;1057659
1674;Roosendaal;onbekend;616388;847539;32542;1496469
;;bijeenkomstfunctie;27021;48882;0;75903
;;gezondheidszorgfunctie;6852;74725;456;82032
;;industriefunctie;123746;1234079;4543;1362368
;;kantoorfunctie;7170;114074;218;121462
;;logiesfunctie;440;6839;0;7280
;;onderwijsfunctie;12079;77790;0;89870
;;overige gebruiksfunctie;16566;104372;642;121580
;;sportfunctie;873;50415;3;51291
;;winkelfunctie;25809;272620;5128;303557
;;woonfunctie;1877254;746418;14578;2638250
1676;Schouwen-Duiveland;onbekend;798159;794347;22434;1614940
;;bijeenkomstfunctie;38951;29675;227;68853
;;gezondheidszorgfunctie;2269;21804;0;24073
;;industriefunctie;134176;181632;5794;321602
;;kantoorfunctie;17829;27496;2166;47491
;;logiesfunctie;195955;100526;5407;301888
;;onderwijsfunctie;5279;18930;0;24209
;;overige gebruiksfunctie;26108;24158;1327;51594
;;sportfunctie;4830;22444;0;27275
;;standplaats;172;120;0;292
;;winkelfunctie;59181;116315;5872;181369
;;woonfunctie;1317410;268848;28448;1614706
1680;Aa en Hunze;onbekend;508668;327452;24904;861025
;;bijeenkomstfunctie;12495;11557;0;24051
;;gezondheidszorgfunctie;3047;4743;0;7790
;;industriefunctie;29902;103247;1966;135115
;;kantoorfunctie;5792;14471;0;20264
;;logiesfunctie;1364;1066;721;3151
;;onderwijsfunctie;2669;12925;0;15594
;;overige gebruiksfunctie;3573;11863;148;15584
;;sportfunctie;1241;22454;1289;24983
;;winkelfunctie;9461;34690;0;44152
;;woonfunctie;1409987;191469;20404;1621860
1681;Borger-Odoorn;onbekend;649067;365815;82034;1096916
;;bijeenkomstfunctie;14313;8987;0;23301
;;gezondheidszorgfunctie;1821;11607;1575;15003
;;industriefunctie;37398;103492;14298;155187
;;kantoorfunctie;3217;17121;0;20338
;;logiesfunctie;9502;20350;77;29929
;;onderwijsfunctie;2216;15965;0;18181
;;overige gebruiksfunctie;2145;7508;825;10478
;;sportfunctie;3992;13117;764;17872
;;standplaats;0;245;0;245
;;winkelfunctie;13951;43193;0;57144
;;woonfunctie;1300454;126822;22679;1449955
1684;Cuijk;onbekend;256340;330849;11063;598252
;;bijeenkomstfunctie;11199;14899;264;26362
;;gezondheidszorgfunctie;1559;2278;0;3837
;;industriefunctie;23251;474354;957;498562
;;kantoorfunctie;8604;45358;811;54773
;;logiesfunctie;2618;1160;0;3778
;;onderwijsfunctie;2377;15042;0;17420
;;overige gebruiksfunctie;6352;21750;50;28153
;;sportfunctie;2977;24107;0;27083
;;winkelfunctie;5016;59559;0;64575
;;woonfunctie;738153;221357;10557;970067
1685;Landerd;onbekend;401436;407669;14139;823244
;;bijeenkomstfunctie;6741;8040;149;14931
;;gezondheidszorgfunctie;1048;2334;0;3381
;;industriefunctie;58054;108852;4821;171727
;;kantoorfunctie;4282;15122;1623;21028
;;logiesfunctie;15474;6659;0;22133
;;onderwijsfunctie;3178;4941;0;8119
;;overige gebruiksfunctie;3207;4542;84;7833
;;sportfunctie;1095;11320;0;12415
;;winkelfunctie;10513;42861;0;53373
;;woonfunctie;621004;164468;12022;797494
1690;De Wolden;onbekend;717865;386542;11064;1115471
;;bijeenkomstfunctie;10976;15417;837;27230
;;gezondheidszorgfunctie;2177;2618;0;4794
;;industriefunctie;26473;57511;1979;85963
;;kantoorfunctie;5083;35878;36;40997
;;logiesfunctie;34994;17296;2013;54302
;;onderwijsfunctie;2709;15448;0;18156
;;overige gebruiksfunctie;4552;12952;251;17755
;;sportfunctie;1739;24463;0;26203
;;winkelfunctie;8723;22418;0;31141
;;woonfunctie;1361556;164383;13339;1539278
1695;Noord-Beveland;onbekend;192045;114066;10383;316494
;;bijeenkomstfunctie;5269;9752;0;15021
;;gezondheidszorgfunctie;209;207;0;416
;;industriefunctie;31872;51628;0;83500
;;kantoorfunctie;1835;6373;0;8208
;;logiesfunctie;60117;45022;16357;121496
;;onderwijsfunctie;0;5146;0;5146
;;overige gebruiksfunctie;13486;30870;3323;47680
;;sportfunctie;0;2745;3200;5944
;;standplaats;92;0;0;92
;;winkelfunctie;9266;17516;331;27113
;;woonfunctie;271566;126054;5457;403076
1696;Wijdemeren;onbekend;191291;208246;7349;406886
;;bijeenkomstfunctie;13293;16187;190;29670
;;gezondheidszorgfunctie;587;2104;0;2690
;;industriefunctie;22810;126383;1757;150949
;;kantoorfunctie;9677;27954;0;37631
;;ligplaats;965;76;0;1041
;;logiesfunctie;14759;52427;1972;69157
;;onderwijsfunctie;742;11248;0;11990
;;overige gebruiksfunctie;5454;26021;287;31762
;;sportfunctie;1458;16965;0;18422
;;winkelfunctie;10248;23779;0;34027
;;woonfunctie;685686;169897;10903;866486
1699;Noordenveld;onbekend;469613;257368;52470;779451
;;bijeenkomstfunctie;19714;28366;0;48080
;;celfunctie;68;11495;0;11564
;;gezondheidszorgfunctie;4757;4292;160;9209
;;industriefunctie;55555;154894;5901;216350
;;kantoorfunctie;13504;75590;484;89578
;;logiesfunctie;9139;7672;215;17026
;;onderwijsfunctie;8451;27232;0;35683
;;overige gebruiksfunctie;5996;21097;810;27903
;;sportfunctie;2329;24734;13;27075
;;standplaats;188;0;0;188
;;winkelfunctie;15484;108132;894;124510
;;woonfunctie;1337550;236183;31345;1605078
1700;Twenterand;onbekend;512317;440437;16940;969694
;;bijeenkomstfunctie;16784;19237;0;36021
;;celfunctie;210;0;0;210
;;gezondheidszorgfunctie;1743;9554;0;11297
;;industriefunctie;33255;273111;5719;312085
;;kantoorfunctie;8593;81293;8869;98756
;;logiesfunctie;8734;3223;1531;13488
;;onderwijsfunctie;6397;26922;1346;34665
;;overige gebruiksfunctie;3270;68660;603;72533
;;sportfunctie;6659;18424;0;25083
;;winkelfunctie;16485;119203;0;135688
;;woonfunctie;1174878;257536;17809;1450223
1701;Westerveld;onbekend;561905;211546;9689;783140
;;bijeenkomstfunctie;22238;19750;486;42473
;;gezondheidszorgfunctie;2134;11272;0;13406
;;industriefunctie;40895;32024;6057;78977
;;kantoorfunctie;5765;7490;0;13255
;;logiesfunctie;52220;36906;1790;90915
;;onderwijsfunctie;2378;9886;0;12264
;;overige gebruiksfunctie;4560;4846;66;9472
;;sportfunctie;2049;5353;13;7415
;;standplaats;0;98;0;98
;;winkelfunctie;7812;29458;2054;39324
;;woonfunctie;1098113;143512;13280;1254905
1702;Sint Anthonis;onbekend;870027;707167;33454;1610648
;;bijeenkomstfunctie;1229;1059;0;2289
;;gezondheidszorgfunctie;1667;1824;0;3491
;;industriefunctie;45451;103352;0;148802
;;kantoorfunctie;5909;14955;0;20864
;;logiesfunctie;1001;287;70;1358
;;onderwijsfunctie;1627;9349;0;10976
;;overige gebruiksfunctie;65569;69483;36;135088
;;sportfunctie;7873;12689;0;20562
;;winkelfunctie;13099;16551;0;29650
;;woonfunctie;544571;78184;2824;625578
1705;Lingewaard;onbekend;1103734;673895;5889;1783519
;;bijeenkomstfunctie;14833;31898;0;46731
;;gezondheidszorgfunctie;3345;3412;0;6756
;;industriefunctie;599105;440580;31093;1070777
;;kantoorfunctie;5700;41657;4865;52222
;;logiesfunctie;118386;0;0;118386
;;onderwijsfunctie;4497;42447;305;47249
;;overige gebruiksfunctie;5541;25898;54;31492
;;sportfunctie;679;17124;0;17803
;;winkelfunctie;18464;93443;0;111907
;;woonfunctie;1358600;350061;24754;1733414
1706;Cranendonck;onbekend;396561;263957;14855;675374
;;bijeenkomstfunctie;9694;20133;0;29827
;;gezondheidszorgfunctie;185;7052;0;7238
;;industriefunctie;56667;257198;1041;314906
;;kantoorfunctie;12342;205338;826;218506
;;logiesfunctie;1750;18619;0;20369
;;onderwijsfunctie;0;20770;0;20770
;;overige gebruiksfunctie;3249;14810;79;18138
;;sportfunctie;163;19132;0;19295
;;standplaats;0;453;0;453
;;winkelfunctie;10469;68532;0;79001
;;woonfunctie;770936;197677;6213;974826
1708;Steenwijkerland;onbekend;799535;476115;13361;1289010
;;bijeenkomstfunctie;24902;29516;337;54755
;;gezondheidszorgfunctie;1189;6755;0;7943
;;industriefunctie;60490;207219;3979;271688
;;kantoorfunctie;8280;65308;538;74126
;;ligplaats;0;43;0;43
;;logiesfunctie;9655;16885;3464;30004
;;onderwijsfunctie;8925;27183;0;36107
;;overige gebruiksfunctie;9895;84927;265;95086
;;sportfunctie;3162;17968;0;21130
;;standplaats;176;464;0;640
;;winkelfunctie;25693;89578;28780;144051
;;woonfunctie;1889588;452003;25288;2366879
1709;Moerdijk;onbekend;665648;1167705;12446;1845799
;;bijeenkomstfunctie;4339;24019;0;28358
;;gezondheidszorgfunctie;2033;6991;0;9024
;;industriefunctie;229225;1572855;4762;1806842
;;kantoorfunctie;6442;156822;0;163264
;;logiesfunctie;2851;1765;0;4617
;;onderwijsfunctie;3271;24146;0;27417
;;overige gebruiksfunctie;47920;244841;54;292814
;;sportfunctie;2395;21766;0;24161
;;standplaats;0;115;0;115
;;winkelfunctie;10270;35807;60;46137
;;woonfunctie;1127158;288334;15389;1430881
1711;Echt-Susteren;onbekend;309978;299172;1381;610531
;;bijeenkomstfunctie;14300;16190;0;30491
;;gezondheidszorgfunctie;2362;4978;0;7341
;;industriefunctie;37372;329356;100;366827
;;kantoorfunctie;6354;118570;0;124924
;;logiesfunctie;26024;26690;0;52714
;;onderwijsfunctie;346;25174;0;25520
;;overige gebruiksfunctie;11247;56319;19;67584
;;sportfunctie;413;25206;0;25619
;;standplaats;0;201;0;201
;;winkelfunctie;17339;108040;224;125603
;;woonfunctie;1204854;416398;4120;1625371
1714;Sluis;onbekend;596364;500178;18228;1114771
;;bijeenkomstfunctie;39235;33479;670;73385
;;gezondheidszorgfunctie;934;1967;0;2901
;;industriefunctie;70633;208936;5353;284922
;;kantoorfunctie;13473;25225;418;39116
;;logiesfunctie;65884;47664;11279;124827
;;onderwijsfunctie;1960;12178;0;14138
;;overige gebruiksfunctie;20127;34968;3286;58381
;;sportfunctie;1908;18874;0;20782
;;winkelfunctie;36144;106352;156;142652
;;woonfunctie;1128027;252909;19971;1400907
1719;Drimmelen;onbekend;856365;538659;10322;1405345
;;bijeenkomstfunctie;10910;12496;0;23406
;;gezondheidszorgfunctie;939;9208;0;10147
;;industriefunctie;681514;386235;0;1067749
;;kantoorfunctie;8154;28363;53;36570
;;logiesfunctie;3515;4268;0;7784
;;onderwijsfunctie;1665;18321;0;19986
;;overige gebruiksfunctie;5202;14888;489;20580
;;sportfunctie;750;13418;0;14168
;;winkelfunctie;7885;36440;0;44324
;;woonfunctie;883296;174523;12192;1070011
1721;Bernheze;onbekend;760942;812192;37317;1610451
;;bijeenkomstfunctie;16993;15700;0;32693
;;gezondheidszorgfunctie;616;12971;0;13587
;;industriefunctie;26775;140474;1697;168946
;;kantoorfunctie;8843;38825;262;47931
;;logiesfunctie;503;858;0;1360
;;onderwijsfunctie;0;23971;0;23971
;;overige gebruiksfunctie;12418;9687;34;22139
;;sportfunctie;926;12590;0;13516
;;winkelfunctie;8155;78669;0;86823
;;woonfunctie;1098318;326835;10672;1435826
1723;Alphen-Chaam;onbekend;588839;365298;13868;968005
;;bijeenkomstfunctie;6442;5457;0;11899
;;gezondheidszorgfunctie;903;1312;0;2214
;;industriefunctie;89025;107912;1375;198312
;;kantoorfunctie;787;31815;0;32602
;;logiesfunctie;7393;5146;0;12539
;;onderwijsfunctie;0;3060;0;3060
;;overige gebruiksfunctie;2081;3497;0;5578
;;sportfunctie;658;3975;0;4633
;;winkelfunctie;3767;6841;0;10608
;;woonfunctie;489726;87209;6485;583420
1724;Bergeijk;onbekend;515747;331701;9468;856917
;;bijeenkomstfunctie;7254;8304;0;15559
;;gezondheidszorgfunctie;1276;4676;0;5951
;;industriefunctie;24119;272765;1030;297914
;;kantoorfunctie;6588;54432;0;61019
;;logiesfunctie;15188;48645;0;63834
;;onderwijsfunctie;2731;10714;0;13445
;;overige gebruiksfunctie;1963;10129;16;12108
;;sportfunctie;3631;36692;0;40323
;;winkelfunctie;19828;56997;0;76825
;;woonfunctie;776035;207101;8253;991389
1728;Bladel;onbekend;487826;370500;6339;864665
;;bijeenkomstfunctie;10005;13698;240;23943
;;gezondheidszorgfunctie;3316;3232;0;6548
;;industriefunctie;38995;512320;0;551314
;;kantoorfunctie;4728;115073;7034;126835
;;logiesfunctie;19874;34824;1201;55899
;;onderwijsfunctie;0;32283;0;32283
;;overige gebruiksfunctie;6538;44328;9;50875
;;sportfunctie;2948;13781;0;16729
;;winkelfunctie;4887;23989;0;28875
;;woonfunctie;734365;265333;7639;1007337
1729;Gulpen-Wittem;onbekend;164259;134116;2590;300965
;;bijeenkomstfunctie;11917;9073;0;20990
;;gezondheidszorgfunctie;1783;6054;0;7837
;;industriefunctie;7028;26853;0;33881
;;kantoorfunctie;4017;3444;0;7461
;;logiesfunctie;25447;7908;0;33355
;;onderwijsfunctie;1308;7781;0;9089
;;overige gebruiksfunctie;8890;12083;42;21016
;;sportfunctie;1102;10734;0;11835
;;winkelfunctie;6611;10285;0;16896
;;woonfunctie;594807;148612;2708;746127
1730;Tynaarlo;onbekend;386757;263439;61064;711260
;;bijeenkomstfunctie;23466;62512;0;85978
;;gezondheidszorgfunctie;14332;39135;1510;54977
;;industriefunctie;58778;85153;9011;152942
;;kantoorfunctie;15807;83327;4338;103472
;;logiesfunctie;15572;12663;2112;30348
;;onderwijsfunctie;3452;28107;0;31559
;;overige gebruiksfunctie;7220;23656;5448;36324
;;sportfunctie;3803;15886;0;19689
;;standplaats;0;96;0;96
;;winkelfunctie;22377;59933;1976;84287
;;woonfunctie;1342146;230949;64656;1637751
1731;Midden-Drenthe;onbekend;965978;735618;76719;1778316
;;bijeenkomstfunctie;17130;26385;62;43577
;;gezondheidszorgfunctie;5318;16206;412;21937
;;industriefunctie;40248;179766;3847;223860
;;kantoorfunctie;7691;48104;1002;56797
;;logiesfunctie;84647;38095;2553;125295
;;onderwijsfunctie;1803;21007;0;22810
;;overige gebruiksfunctie;9814;15161;156;25131
;;sportfunctie;1879;44267;0;46146
;;winkelfunctie;25488;87500;324;113312
;;woonfunctie;1532925;261568;23819;1818312
1734;Overbetuwe;onbekend;561038;474523;11301;1046861
;;bijeenkomstfunctie;18817;24851;940;44609
;;celfunctie;0;260;0;260
;;gezondheidszorgfunctie;4720;5534;0;10254
;;industriefunctie;31050;137278;11432;179760
;;kantoorfunctie;109434;391985;55912;557331
;;logiesfunctie;1147;8231;0;9379
;;onderwijsfunctie;3768;42558;0;46326
;;overige gebruiksfunctie;67644;42764;8346;118754
;;sportfunctie;640;23138;566;24344
;;winkelfunctie;15434;187227;1974;204636
;;woonfunctie;1378256;417578;39327;1835160
1735;Hof van Twente;onbekend;1472026;691337;54789;2218151
;;bijeenkomstfunctie;23330;28841;415;52586
;;gezondheidszorgfunctie;2870;7101;0;9971
;;industriefunctie;57055;298753;6418;362225
;;kantoorfunctie;9656;36742;2238;48637
;;logiesfunctie;26498;17949;114;44561
;;onderwijsfunctie;8122;19454;0;27575
;;overige gebruiksfunctie;10727;24601;221;35550
;;sportfunctie;1322;32205;478;34005
;;winkelfunctie;36110;132765;804;169678
;;woonfunctie;1355109;212214;21739;1589063
1740;Neder-Betuwe;onbekend;349628;447521;7855;805004
;;bijeenkomstfunctie;15979;12863;92;28933
;;gezondheidszorgfunctie;1017;6879;0;7896
;;industriefunctie;25976;340956;13856;380788
;;kantoorfunctie;3394;17771;299;21465
;;logiesfunctie;7002;6807;0;13809
;;onderwijsfunctie;1732;23029;0;24762
;;overige gebruiksfunctie;2227;7969;60;10257
;;sportfunctie;163;5650;0;5813
;;winkelfunctie;9303;67759;0;77062
;;woonfunctie;679473;205568;21249;906289
1742;Rijssen-Holten;onbekend;433613;273426;8350;715388
;;bijeenkomstfunctie;19352;25456;0;44807
;;gezondheidszorgfunctie;489;430;0;918
;;industriefunctie;19639;603651;657;623948
;;kantoorfunctie;4844;78440;0;83284
;;logiesfunctie;34918;32187;656;67760
;;onderwijsfunctie;8247;38651;1181;48079
;;overige gebruiksfunctie;2938;25290;55;28283
;;sportfunctie;127;40053;179;40359
;;winkelfunctie;8079;121481;851;130411
;;woonfunctie;1063353;230423;28491;1322267
1771;Geldrop-Mierlo;onbekend;167305;292460;9253;469018
;;bijeenkomstfunctie;15959;25827;202;41988
;;gezondheidszorgfunctie;852;16918;0;17770
;;industriefunctie;19490;54671;0;74160
;;kantoorfunctie;8025;288646;937;297607
;;logiesfunctie;4899;8659;41;13600
;;onderwijsfunctie;5057;28518;0;33575
;;overige gebruiksfunctie;15746;94775;136;110657
;;sportfunctie;1296;21833;0;23129
;;winkelfunctie;8307;57846;0;66152
;;woonfunctie;975014;404858;25475;1405347
1773;Olst-Wijhe;onbekend;446059;294043;8367;748470
;;bijeenkomstfunctie;11889;12920;233;25042
;;gezondheidszorgfunctie;4260;8240;0;12500
;;industriefunctie;27473;113359;1569;142402
;;kantoorfunctie;3072;7525;0;10597
;;logiesfunctie;4215;117;0;4332
;;onderwijsfunctie;4036;8092;0;12128
;;overige gebruiksfunctie;3298;9613;220;13131
;;sportfunctie;0;5195;0;5195
;;winkelfunctie;6103;29565;1017;36685
;;woonfunctie;700798;106721;13169;820689
1774;Dinkelland;onbekend;1051192;453094;12249;1516534
;;bijeenkomstfunctie;14889;18078;179;33146
;;gezondheidszorgfunctie;2129;4249;0;6378
;;industriefunctie;14657;226136;3725;244518
;;kantoorfunctie;7956;71349;958;80263
;;logiesfunctie;13915;7566;309;21790
;;onderwijsfunctie;5253;13838;0;19091
;;overige gebruiksfunctie;17432;155285;43;172760
;;sportfunctie;4032;26795;199;31026
;;standplaats;0;42;0;42
;;winkelfunctie;9457;73394;445;83295
;;woonfunctie;1188243;156232;34050;1378524
1783;Westland;onbekend;18575487;8716853;123046;27415386
;;bijeenkomstfunctie;35156;74831;604;110590
;;gezondheidszorgfunctie;5395;27200;0;32596
;;industriefunctie;1595406;2339841;26893;3962140
;;kantoorfunctie;290834;559348;11397;861578
;;logiesfunctie;14723;13088;302;28113
;;onderwijsfunctie;4923;76506;11039;92468
;;overige gebruiksfunctie;183482;103892;533;287907
;;sportfunctie;6973;54781;1752;63506
;;winkelfunctie;54450;242025;1008;297483
;;woonfunctie;2200582;979144;141492;3321218
1842;Midden-Delfland;onbekend;236630;249343;5768;491741
;;bijeenkomstfunctie;9742;13357;54;23153
;;gezondheidszorgfunctie;1422;876;0;2298
;;industriefunctie;1446042;491064;972;1938078
;;kantoorfunctie;3604;59927;4829;68360
;;logiesfunctie;695;537;67;1300
;;onderwijsfunctie;2044;11702;0;13746
;;overige gebruiksfunctie;7654;45586;148;53388
;;sportfunctie;0;12297;0;12297
;;winkelfunctie;7669;32076;498;40243
;;woonfunctie;645752;131167;23007;799926
1859;Berkelland;onbekend;1468435;793988;45473;2307895
;;bijeenkomstfunctie;24653;27593;103;52348
;;celfunctie;0;1347;0;1347
;;gezondheidszorgfunctie;2053;18030;1880;21963
;;industriefunctie;41833;371923;1177;414932
;;kantoorfunctie;5553;75056;1570;82180
;;logiesfunctie;36223;12181;1402;49805
;;onderwijsfunctie;7839;59097;0;66936
;;overige gebruiksfunctie;18978;86153;95;105226
;;sportfunctie;2056;34315;0;36370
;;winkelfunctie;19113;106165;0;125278
;;woonfunctie;1905582;335861;24457;2265900
1876;Bronckhorst;onbekend;1244307;794658;17170;2056135
;;bijeenkomstfunctie;21629;14180;0;35809
;;gezondheidszorgfunctie;158;0;0;158
;;industriefunctie;35820;254846;0;290666
;;kantoorfunctie;27820;72736;0;100557
;;logiesfunctie;19428;10449;1274;31152
;;onderwijsfunctie;6293;17322;0;23616
;;overige gebruiksfunctie;7170;11906;0;19076
;;sportfunctie;7391;25163;122;32676
;;winkelfunctie;24392;122356;0;146748
;;woonfunctie;1707121;241718;3991;1952830
1883;Sittard-Geleen;onbekend;232083;759824;16301;1008208
;;bijeenkomstfunctie;44490;83848;0;128339
;;celfunctie;0;8929;0;8929
;;gezondheidszorgfunctie;7203;30933;0;38135
;;industriefunctie;81848;1706571;7949;1796368
;;kantoorfunctie;30702;279084;602;310388
;;logiesfunctie;1235;4258;0;5493
;;onderwijsfunctie;1392;114761;0;116154
;;overige gebruiksfunctie;19622;353335;608;373565
;;sportfunctie;2453;54220;0;56673
;;standplaats;134;290;0;424
;;winkelfunctie;25245;321859;0;347105
;;woonfunctie;2283590;1329881;10357;3623828
1884;Kaag en Braassem;onbekend;658120;612368;14679;1285167
;;bijeenkomstfunctie;17235;13135;0;30370
;;gezondheidszorgfunctie;3668;3217;0;6885
;;industriefunctie;204597;332759;1179;538535
;;kantoorfunctie;81801;39419;0;121220
;;ligplaats;0;82;0;82
;;logiesfunctie;9775;11113;547;21435
;;onderwijsfunctie;1335;15168;0;16503
;;overige gebruiksfunctie;23796;55776;871;80444
;;sportfunctie;1024;19607;0;20631
;;winkelfunctie;44070;26940;690;71700
;;woonfunctie;808192;173873;29685;1011751
1891;Dantumadiel;onbekend;283644;146171;14641;444456
;;bijeenkomstfunctie;8503;8549;0;17052
;;gezondheidszorgfunctie;581;1557;0;2138
;;industriefunctie;33062;53739;1102;87903
;;kantoorfunctie;4174;21438;1000;26612
;;logiesfunctie;1133;1062;0;2196
;;onderwijsfunctie;4001;6672;0;10673
;;overige gebruiksfunctie;4249;13709;9;17967
;;sportfunctie;1470;19407;0;20876
;;winkelfunctie;5134;29041;0;34176
;;woonfunctie;771749;196519;9928;978196
1892;Zuidplas;onbekend;2304287;1047252;40519;3392058
;;bijeenkomstfunctie;8925;26070;0;34995
;;gezondheidszorgfunctie;1209;8241;0;9450
;;industriefunctie;263121;376125;2995;642241
;;kantoorfunctie;9729;159836;9352;178916
;;logiesfunctie;18748;15132;573;34453
;;onderwijsfunctie;2398;19142;0;21540
;;overige gebruiksfunctie;103138;84794;12550;200483
;;sportfunctie;7854;25011;0;32866
;;standplaats;0;85;0;85
;;winkelfunctie;13671;83897;4421;101989
;;woonfunctie;849625;315538;81797;1246960
1894;Peel en Maas;onbekend;3278312;1849098;71033;5198443
